0,1,2,3,4,5,6,7,8,9,10,11,12
대가방,서울시 강남구 논현동 99-7 럭스웨이 1F,02-544-6336,정통 중식 / 일반 중식,탕수육,24000.0,"탕수육:24,000원//대가탕면:9,500원//유니짜장면:6,500원//해물짬뽕:9,500원/",11:30 - 21:30,4.3,100.0,,https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/593554_1491538310713437.jpg,539.0
도누리왕십리곱창,서울시 성동구 행당동 191-20,02-2281-9088,고기 요리,,,,12:00 - 24:00,3.7,14.0,,https://mp-seoul-image-production-s3.mangoplate.com/190570/439298_1457874795445_73370,540.0
바다회사랑,서울시 마포구 연남동 566-8,02-338-0872,해산물 요리,대방어(2인),50000.0,"대방어(2인):50,000원/",14:00 - 23:00,4.4,133.0,,https://mp-seoul-image-production-s3.mangoplate.com/18019/reviews/b5bbd9f4d918.jpg,541.0
마이클식당,서울시 마포구 망원동 414-89 102호,010-3924-2388,기타 양식,,,,12:00 - 21:00,4.2,39.0,,https://mp-seoul-image-production-s3.mangoplate.com/1190205_1592318231008115.jpg,542.0
춘자,서울시 성북구 안암동5가 104-126,02-928-7416,일반 주점,,,,17:00 - 03:00,3.9,34.0,,https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/341739_1447061867806.jpg,543.0
비야게레로,서울시 강남구 삼성동 118-21 101호,02-538-8915,남미 음식,까르니따 타코,4600.0,"까르니따 타코:4,600원//초리조 타코:4,400원//혼합타코:4,600원/",11:30 - 21:30,4.4,246.0,,https://mp-seoul-image-production-s3.mangoplate.com/28752_1503812093856295.jpg,544.0
이스파이,서울시 성동구 옥수동 228-1 1F,02-2297-5900,베이커리,,,,10:00 - 21:00,4.1,10.0,,https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/521155_1474991868136216.jpg,545.0
안선생주가,서울시 성북구 동선동1가 4-5 2F,070-4146-2082,정통 중식 / 일반 중식,,,,17:00 - 04:00,3.8,14.0,,https://mp-seoul-image-production-s3.mangoplate.com/328492/627630_1499726045517_627630_1499725785225_627630_1499725624960_203407,546.0
우동가조쿠,서울시 성동구 행당동 32-22,02-762-2177,라멘 / 소바 / 우동,,,,11:00 - 20:30,4.4,117.0,,https://mp-seoul-image-production-s3.mangoplate.com/192401_1435475404662,547.0
본크레페,서울시 성북구 동선동1가 85-89,02-923-9633,카페 / 디저트,누텔라 크레페,2500.0,"누텔라 크레페:2,500원//바나나 크레페:3,000원//아몬드 크레페:3,000원//생크림 크레페:2,500원//딸기 크레페:3,000원/",14:00 - 유동적,3.9,32.0,,https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/242283_1451792801840.jpg,548.0
알렉스더커피,서울시 성북구 성북동 260-38,070-7520-7714,카페 / 디저트,아메리카노,5000.0,"아메리카노:5,000원//알렉시노:5,000원//아메리카노:5,000원//라떼:5,500원/",11:00 - 21:00,,,,https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/425857_1454239029492.jpg,549.0
더라운드,서울시 강남구 청담동 3-16 1F,02-545-4448,정통 중식 / 일반 중식,,,,월-토: 11:30 - 22:00 일: 11:30 - 21:30,4.4,23.0,,https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/27089_1465050254108676.jpg,550.0
땅코참숯구이,서울시 강남구 역삼동 835,02-562-2009,고기 요리,,,,16:00 - 01:00,4.3,44.0,,https://mp-seoul-image-production-s3.mangoplate.com/331503/180569_1516019419491_33780,551.0
하꼬,서울시 마포구 상수동 341-6,0507-1450-2154,이자카야 / 오뎅 / 꼬치,,,,월-목: 18:00 - 03:00 금-토: 18:00 - 04:00,4.4,9.0,,https://mp-seoul-image-production-s3.mangoplate.com/522927_1500747387373139.jpg,552.0
빠오즈푸,,02-499-9256,딤섬 / 만두,,,,,4.0,8.0,,https://mp-seoul-image-production-s3.mangoplate.com/572183_1596225359343891.jpg,553.0
테스트키친,서울시 강남구 신사동 648-25 1F,010-5340-8861,이탈리안,,,,11:00 - 23:00,4.6,42.0,,https://mp-seoul-image-production-s3.mangoplate.com/586167_1512516293460947.jpg,554.0
요코쵸,서울시 마포구 연남동 240-1,02-324-8875,이자카야 / 오뎅 / 꼬치,꼬치 7종,19000.0,"꼬치 7종:19,000원//치킨가라아게 (5조각):13,000원//나가사키짬뽕:22,000원//야끼우동:13,000원//명란계란말이:14,000원/",18:00 - 02:00,4.5,83.0,,https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/104601_1455211944844.jpg,555.0
언박스키친,서울시 성동구 성수동1가 685-462,02-6053-6200,이탈리안,,,,11:00 - 21:00,3.7,13.0,,https://mp-seoul-image-production-s3.mangoplate.com/540600_1498408852641158.jpg,556.0
코코부코,서울시 마포구 망원동 396-29,070-8810-9449,카페 / 디저트,,,,10:00 - 22:00,4.4,28.0,,https://mp-seoul-image-production-s3.mangoplate.com/253733/842104_1558168181027_12126,557.0
모멘토브루어스,서울시 성동구 성수동1가 685-325,010-9336-3844,카페 / 디저트,,,,월-금: 08:00 - 17:00 토-일: 11:00 - 19:00,3.7,17.0,,https://mp-seoul-image-production-s3.mangoplate.com/26135_1599831171543717.jpg,558.0
토영자갈치곰장어,서울시 강남구 논현동 142-9 창빌딩 1F,02-549-8302,해산물 요리,,,,17:00 - 05:00,4.3,8.0,,https://mp-seoul-image-production-s3.mangoplate.com/722502_1593011299320609.jpg,559.0
모찌모찌,서울시 성동구 옥수동 362-3,02-2282-0907,베이커리,,,,08:00 - 20:00,4.0,16.0,,https://mp-seoul-image-production-s3.mangoplate.com/63413_1599476520131075.jpg,560.0
야마타니우동,서울시 성동구 행당동 286-43 1F,02-2292-4677,라멘 / 소바 / 우동,,,,12:00 - 20:30,3.9,10.0,,https://mp-seoul-image-production-s3.mangoplate.com/1213308_1598187859904474.jpg,561.0
인더매스,서울시 성동구 마장동 776-1,02-6084-8996,카페 / 디저트,,,,21:00,3.9,14.0,,https://mp-seoul-image-production-s3.mangoplate.com/26135_1596258404014420.jpg,562.0
누들아한타이,서울시 성북구 하월곡동 17-10,02-942-7178,베트남 음식,,,,10:30 - 21:00,3.7,9.0,,https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/695635_1487835786157541.jpg,563.0
별버거,서울시 마포구 상수동 317-8,02-6013-3500,브런치 / 버거 / 샌드위치,,,,11:30 - 20:00,4.3,59.0,,https://mp-seoul-image-production-s3.mangoplate.com/226036/883263_1525260392862_136748,564.0
오스테리아 쟌니,서울시 성동구 성수동2가 275-88 1F,02-465-3777,이탈리안,,,,12:00 - 22:30,4.0,8.0,,https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/760064_1491886702415967.jpg,565.0
paul310,서울시 마포구 상수동 310-11,02-324-0310,베이커리,,,,11:00 - 19:00,4.2,17.0,,https://mp-seoul-image-production-s3.mangoplate.com/338427/731481_1539150084723_28421,566.0
렁팡스,서울시 성동구 성수동2가 272-41,02-465-7117,프랑스 음식,돼지 등심 스테이크,28000.0,"돼지 등심 스테이크:28,000원//클램 파스타:20,000원//머쉬룸 파스타:22,000원//스테이크:42,000원//런치 세트:14,000원/",12:00 - 23:00,4.0,40.0,,https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/213410_1460070121191888.jpg,567.0
어메이징브루잉컴퍼니,서울시 성동구 성수동1가 27-12,02-465-5208,치킨 / 호프 / 펍,성수동 페일에일,5000.0,"성수동 페일에일:5,000원//오늘의 성동구:4,000원//쇼킹 스타우트:6,000원//마라감바스:22,000원//오늘의 파스타:16,000원/",월-금: 18:00 - 01:00 토: 16:00 - 01:00 일: 16:00 - 24:00,4.4,133.0,,https://mp-seoul-image-production-s3.mangoplate.com/256848/qdlb1grfa0ehqb.jpg,568.0
민님,서울시 성북구 동선동2가 163,02-921-2694,카페 / 디저트,,,,11:00 - 23:00,3.3,8.0,,https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/579089_1485177700297147.jpg,569.0
밀월,서울시 성북구 동소문동4가 16,"
카페 / 디저트
",,,,,,3.9,8.0,,https://mp-seoul-image-production-s3.mangoplate.com/1572468_1598274926292734.jpg,570.0
무오키,서울시 강남구 청담동 38-4,010-2948-4171,프랑스 음식,런치코스,60000.0,"런치코스:60,000원//디너코스:135,000원/",12:00 - 22:00,4.3,22.0,,https://mp-seoul-image-production-s3.mangoplate.com/802920_1550967208074249.jpg,571.0
한잔의추억,서울시 성북구 안암동5가 103-77,02-3291-4848,일반 주점,,,,17:00 - 07:00,3.9,22.0,,https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/341739_1451294330031.jpg,572.0
수지앤파스타,서울시 마포구 상수동 313-1,02-6397-8780,기타 양식,,,,11:30 - 22:00,4.4,52.0,,https://mp-seoul-image-production-s3.mangoplate.com/added_restaurant/191512_1450634110415_19210,573.0
황준호베이커리,서울시 성북구 안암동5가 146-27,02-928-9542,베이커리,,,,09:00 - 23:00,3.7,28.0,,https://mp-seoul-image-production-s3.mangoplate.com/186740/234704_1454514579305_153003,574.0
해몽,서울시 강남구 논현동 107-11,02-515-6080,고기 요리,,,,17:00 - 24:00,4.3,39.0,,https://mp-seoul-image-production-s3.mangoplate.com/50160/753280_1596764877130_4897,575.0
D_51,서울시 마포구 합정동 359-36,02-6085-5014,이탈리안,,,,12:00 - 22:00,4.2,14.0,,https://mp-seoul-image-production-s3.mangoplate.com/651729_1518276122127988.jpg,576.0
봉밀가,서울시 강남구 삼성동 8-1,02-546-2305,국수 / 면 요리,평양메밀물국수,10000.0,"{'월-금,토': '오전 11시 30분 - 오후 9시 30분                    ', '쉬는시간 매주 월-금,토': '오후 3시 - 오후 5시                    ', '휴무일': '매주 일요일                                            (구정3일.추석3일휴무)\n'}",11:30 - 22:00,,,,https://mp-seoul-image-production-s3.mangoplate.com/217844/508772_1459072253337_20597,577.0
양식당더램키친,서울시 강남구 신사동 529-6,02-3445-9283,기타 중식,양갈비 (250g),28600.0,"양갈비 (250g):28,600원//양소금구이 (170g):24,200원//파절이:19,800원/",월-금: 18:00 - 24:00 토-일: 18:00 - 23:00,4.4,65.0,,https://mp-seoul-image-production-s3.mangoplate.com/13010_1420060443782,578.0
로프트,서울시 강남구 신사동 539-1 2F,02-540-6639,칵테일 / 와인,,,,일-목: 17:30 - 02:00 금-토: 17:00 - 03:00,4.4,70.0,,https://mp-seoul-image-production-s3.mangoplate.com/620305_1578236075405327.jpg,579.0
버섯집,서울시 성동구 성수동1가 668-34,02-3409-8887,탕 / 찌개 / 전골,,,,11:00 - 22:00,3.9,23.0,,https://mp-seoul-image-production-s3.mangoplate.com/280065/690394_1485059314533_142260,580.0
파넬카페,서울시 강남구 신사동 649-2 1-2F,02-511-6492,브런치 / 버거 / 샌드위치,아메리카노,4500.0,"아메리카노:4,500원/",10:00 - 22:00,4.3,52.0,,https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/19130_1486724862141212.jpg,581.0
스시 시미즈,서울시 강남구 신사동 631-18 B1,02-543-0887,회 / 스시,점심 스시 오마카세,88000.0,"점심 스시 오마카세:88,000원//저녁 스시 오마카세:155,000원//저녁 사시미 오마카세:185,000원/",11:30 - 22:00,4.4,8.0,,https://mp-seoul-image-production-s3.mangoplate.com/333897/1227868_1594645615576_10668,582.0
듁스커피,서울시 마포구 당인동 24-11,02-323-2007,카페 / 디저트,듁스화이트,4500.0,"듁스화이트:4,500원/",월-금: 09:00 - 18:00 토-일: 11:00 - 19:00,4.6,122.0,,https://mp-seoul-image-production-s3.mangoplate.com/259683/242164_1476948109674_28455,583.0
루틴,서울시 성북구 동선동3가 230 1F,02-6489-4589,카페 / 디저트,,,,11:00 - 22:00,3.9,10.0,,https://mp-seoul-image-production-s3.mangoplate.com/664803_1598785921905703.jpg,584.0
58도씨,서울시 성북구 안암동5가 103-99,"
카페 / 디저트
",,,,,21:00,3.9,23.0,,https://mp-seoul-image-production-s3.mangoplate.com/550856_1505638726643743.jpg,585.0
쿠이도라쿠라멘,서울시 성북구 안암동5가 85-3,02-929-9290,라멘 / 소바 / 우동,돈코츠 라멘,6000.0,"돈코츠 라멘:6,000원//매운 돈코츠 라멘:6,000원//도코츠 차슈 라멘:7,000원/",11:00 - 21:30,3.4,78.0,,https://mp-seoul-image-production-s3.mangoplate.com/41202_1424061948111,586.0
TBD,서울시 성동구 성수동1가 16-22,02-465-3334,칵테일 / 와인,,,,월-금: 18:00 - 24:00 토-일: 12:00 - 24:00,4.3,52.0,,https://mp-seoul-image-production-s3.mangoplate.com/1531204_1598927409698173.jpg,587.0
스시산,서울시 성북구 성북동1가 65,02-766-3730,회 / 스시,,,,11:30 - 22:30,3.5,15.0,,https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/471840_1487153961116725.jpg,588.0
포가,서울시 마포구 연남동 228-2 2F,"
정통 중식 / 일반 중식
",,,,,15:00 - 17:30,4.4,61.0,,https://mp-seoul-image-production-s3.mangoplate.com/334414/636020_1515424576030_20224,589.0
츄이구이브레드,서울시 마포구 서교동 464-12  세원빌딩 1F,02-2608-9393,베이커리,,,,12:00 - 19:00,4.3,38.0,,https://mp-seoul-image-production-s3.mangoplate.com/658547_1505976525539892.jpg,590.0
툭툭누들타이,서울시 마포구 연남동 223-15 1F,070-4407-5130,태국 음식,툭툭누들,13000.0,"툭툭누들:13,000원//똠얌꿍:16,000원//꾸어이띠여우남느아:11,000원//팟타이꿍:13,000원//뿌님팟퐁커리:27,000원/",14:00 - 23:00,4.1,317.0,,https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/273400_1458023885391657.jpg,591.0
금왕돈까스,서울시 성북구 성북동 256-2,02-763-9366,기타 한식,안심돈까스,10000.0,"안심돈까스:10,000원//등심돈까스:9,500원//금왕정식:11,000원//생선까스:10,000원//함박스테이크:10,000원/",10:00 - 21:00,3.2,30.0,,https://mp-seoul-image-production-s3.mangoplate.com/2731/400_1448981345803_1500730,592.0
지아니스나폴리,서울시 강남구 신사동 541-6 2F,02-3416-0316,이탈리안,감베리 크레마,17500.0,"감베리 크레마:17,500원//그랑끼오 로쏘:18,500원//마리나라:14,000원//레지나:21,000원//고르곤졸라:18,000원/",11:30 - 22:30,4.3,222.0,,https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/242283_1464954273518671.jpg,593.0
우동가조쿠,서울시 성동구 성수동2가 301-53,"
라멘 / 소바 / 우동
",,,,,,4.0,7.0,,https://mp-seoul-image-production-s3.mangoplate.com/800183_1596898285378077.jpg,594.0
쿠나,서울시 성동구 성수동2가 302-8 105호,010-8008-1028,이탈리안,,,,,4.1,6.0,,https://mp-seoul-image-production-s3.mangoplate.com/1050051_1599287835197809.jpg,595.0
미스터국밥,서울시 성북구 안암동5가 94-2,02-928-9938,탕 / 찌개 / 전골,,,,00:00 - 24:00,3.9,8.0,,https://mp-seoul-image-production-s3.mangoplate.com/341739_1510022033086374.jpg,596.0
소이연남,서울시 마포구 연남동 229-67 1F,02-323-5130,태국 음식,소고기국수,9500.0,"소고기국수:9,500원//똠얌누들:12,000원//카오카무:12,000원//소이뽀삐아:13,000원//쏨땀:12,000원/",11:30 - 21:45,4.1,255.0,,https://mp-seoul-image-production-s3.mangoplate.com/186897/191512_1473595398239_32930,597.0
카츠바이콘반,서울시 강남구 신사동 647-22,02-547-3903,까스 요리,,,,월-금: 11:30 - 21:00 토-일: 12:00 - 21:00,4.5,48.0,,https://mp-seoul-image-production-s3.mangoplate.com/516849_1574408760036619.jpg,598.0
쿠시무라,서울시 마포구 상수동 341-5,02-333-2650,이자카야 / 오뎅 / 꼬치,타코와사비,7000.0,"타코와사비:7,000원//야끼 멘타이꼬:12,000원//쿠시세트 A:12,000원//쿠시무라세트:24,000원//야끼오니기리:3,000원/",19:00 - 04:00,4.3,24.0,,https://mp-seoul-image-production-s3.mangoplate.com/17883/47750_1425146869033,599.0
카터알망,서울시 성동구 옥수동 561 래미안옥수리버젠 상가 1F,070-7736-6289,베이커리,,,,09:30 - 22:00,3.8,11.0,,https://mp-seoul-image-production-s3.mangoplate.com/455538_1575881063216293.jpg,600.0
자그마치,서울시 성동구 성수동2가 317-12,070-4409-7700,카페 / 디저트,아메리카노,5000.0,"아메리카노:5,000원//카페라떼:5,500원//플랫화이트:5,000원/",11:00 - 23:00,3.9,128.0,,https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/54011_1456926834781673.jpg,601.0
낙원스낵,서울시 성동구 행당동 4-13,02-2297-1540,기타 양식,,,,17:00 - 04:00,3.7,24.0,,https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/684068_1483586717993619.jpg,602.0
삐아프,서울시 강남구 신사동 523-31,02-545-0317,카페 / 디저트,봉봉 15구 세트,39000.0,"봉봉 15구 세트:39,000원//봉봉 10구 세트:27,000원//봉봉 6구 세트:17,000원/",12:00 - 19:30,4.5,51.0,,https://mp-seoul-image-production-s3.mangoplate.com/851442_1504963162996949.jpg,603.0
네임드에스프레소,서울시 성북구 동소문동1가 8,02-765-5556,카페 / 디저트,,,,,3.6,19.0,,https://mp-seoul-image-production-s3.mangoplate.com/sources/web/restaurants/334809/777980_1598794869629,604.0
피초코랩,서울시 성동구 성수동1가 685-315,02-512-0565,카페 / 디저트,,,,11:00 - 17:00,4.1,24.0,,https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/2392_1490748445200639.jpg,605.0
전투떡볶이,서울시 마포구 서교동 358-68 2F,02-871-4410,기타 한식,,,,14:00 - 22:30,4.3,14.0,,https://mp-seoul-image-production-s3.mangoplate.com/402325/743008_1596381487640_27629,606.0
봉화묵집,서울시 성북구 정릉동 488-1,02-918-1668,한정식 / 백반 / 정통 한식,,,,11:00 - 19:00,4.0,20.0,,https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/27597_1474099859824191.jpg,607.0
투고샐러드,서울시 성북구 동선동3가 234,02-999-2217,기타 양식,,,,월-금: 10:00 - 22:00 토-일: 11:00 - 21:00,3.7,29.0,,https://mp-seoul-image-production-s3.mangoplate.com/184705_1441909397462.jpg,608.0
몽중식,서울시 마포구 연남동 227-15,02-335-7567,정통 중식 / 일반 중식,,,,11:00 - 21:30,4.4,19.0,,https://mp-seoul-image-production-s3.mangoplate.com/513273_1598711155266665.jpg,609.0
프랑스포차,서울시 성동구 성수동2가 315-30,02-3144-9191,프랑스 음식,,,,월-금: 11:30 - 24:00 토-일: 16:00 - 24:00,3.8,11.0,,https://mp-seoul-image-production-s3.mangoplate.com/436911_1511449230335166.jpg,610.0
백소정,서울시 성북구 안암동5가 15-57 2F,02-926-2022,정통 일식 / 일반 일식,,,,,3.8,10.0,,https://mp-seoul-image-production-s3.mangoplate.com/122601_1596802167268409.jpg,611.0
더파머스카페,서울시 성동구 성수동1가 656-1083,02-464-4222,카페 / 디저트,,,,10:00 - 23:30,4.1,11.0,,https://mp-seoul-image-production-s3.mangoplate.com/619788_1594716262877819.jpg,612.0
스탠다드 빌라,서울시 성동구 옥수동 285-60 1F,02-2294-2234,이탈리안,,,,,3.8,13.0,,https://mp-seoul-image-production-s3.mangoplate.com/346324/1196871_1591814179175_27849,613.0
멘야코노하,서울시 성동구 성수동1가 656-639,070-7723-3159,라멘 / 소바 / 우동,,,,11:30 - 21:00,3.9,4.0,,https://mp-seoul-image-production-s3.mangoplate.com/47875_1593594648306756.jpg,614.0
능라도,서울시 강남구 역삼동 655-12,02-569-8939,국수 / 면 요리,평양냉면,12000.0,"평양냉면:12,000원//비빔면:12,000원//접시만두:11,000원/",11:20 - 21:30,4.3,105.0,,https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/58228_1447771640244.jpg,615.0
문화식당,서울시 성동구 성수동2가 310-21 2F,02-465-9007,퓨전 양식,,,,월-토: 11:30 - 23:30 일: 12:00 - 21:30,3.7,15.0,,https://mp-seoul-image-production-s3.mangoplate.com/396855/1781081_1599060497324_24,616.0
소르빌로,서울시 성북구 동선동1가 92-3,02-919-4525,이탈리안,이태리백반(2-3인),27000.0,{'매일': '정오 12시 - 자정 12시                                            (마지막주문 23시 (매주월요일 휴무일))\n'},12:00 - 21:30,,,,https://mp-seoul-image-production-s3.mangoplate.com/244376/512866_1484738250407_10991,617.0
릴린,서울시 마포구 연남동 381-3,010-6225-6036,다국적 아시아 음식,,,,11:30 - 22:00,4.2,53.0,,https://mp-seoul-image-production-s3.mangoplate.com/52481_1598961600637571.jpg,618.0
카페오롯,서울시 성동구 성수동1가 13-428,02-2292-2223,카페 / 디저트,아메리카노,3600.0,"아메리카노:3,600원/",월-금: 10:00 - 23:00 토-일: 11:00 - 23:00,3.9,6.0,,https://mp-seoul-image-production-s3.mangoplate.com/448864_1508671332288547.jpg,619.0
소담식당,서울시 성북구 안암동5가 101-11,"
한정식 / 백반 / 정통 한식
",,,,,,3.6,9.0,,https://mp-seoul-image-production-s3.mangoplate.com/847182_1504494090968798.jpg,620.0
제이스케이크,서울시 성북구 성북동 350-17 1F,02-762-4810,카페 / 디저트,,,,12:00 - 21:00,3.6,14.0,,https://mp-seoul-image-production-s3.mangoplate.com/104687_1440426644733,621.0
산울림1992,서울시 마포구 창전동 5-138,02-334-0118,전통 주점 / 포차,치즈 감자전,22000.0,"치즈 감자전:22,000원//목살 묵은지 김치찜:24,000원//설도 육전:28,000원//해물 파전:20,000원//수비드 된장 맥적:22,000원/",월-토: 17:00 - 01:30 일: 15:00 - 24:00,4.6,153.0,,https://mp-seoul-image-production-s3.mangoplate.com/584169_1547480999387724.jpg,622.0
더청춘,서울시 강남구 신사동 644-10 대주빌딩 1F,02-548-4902,전통 주점 / 포차,,,,월-토: 17:00 - 05:00 일: 17:00 - 02:00,4.4,16.0,,https://mp-seoul-image-production-s3.mangoplate.com/461581_1498233444897647.jpg,623.0
오후홍콩,서울시 성북구 동선동1가 85-115,02-6497-6787,카페 / 디저트,,,,10:00 - 22:00,3.3,9.0,,https://mp-seoul-image-production-s3.mangoplate.com/1378703_1596719507233198.jpg,624.0
농민백암순대,서울시 강남구 대치동 896-33,02-555-9603,탕 / 찌개 / 전골,국밥,8000.0,"국밥:8,000원//술국:17,000원//토종순대:10,000원//모듬수육:28,000원//오소리감투:15,000원/",월-금: 11:10 - 21:00 토: 11:10 - 15:30,4.4,160.0,,https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/9388_1450300886725.jpg,625.0
마장동한우촌,서울시 성동구 마장동 439-1 마장동 먹자타운,02-2281-9292,고기 요리,,,,11:00 - 23:00,3.7,13.0,,https://mp-seoul-image-production-s3.mangoplate.com/691340_1500221330325715.jpg,626.0
녹마이,서울시 성동구 성수동1가 656-805 102호,02-461-6574,태국 음식,,,,11:00 - 21:00,3.8,30.0,,https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/112555_1476524580092697.jpg,627.0
마이란,서울시 성북구 동선동1가 85-96 1F,02-922-6793,퓨전 양식,,,,,3.7,8.0,,https://mp-seoul-image-production-s3.mangoplate.com/814403_1585036101823501.jpg,628.0
헤이보울,서울시 성동구 성수동2가 321-70 1F,070-8845-6847,기타 양식,,,,"

                      식당 홈페이지로 가기
                    
",4.0,21.0,,https://mp-seoul-image-production-s3.mangoplate.com/1514074_1598882277755657.jpg,629.0
더페이머스램,서울시 마포구 서교동 447-7,02-334-2352,브런치 / 버거 / 샌드위치,조식 (음료미포함),9000.0,"조식 (음료미포함):9,000원//아메리카노:5,500원//카페라떼:6,000원/",08:00 - 23:00,4.2,91.0,,https://mp-seoul-image-production-s3.mangoplate.com/supporters_admin/otnctuix1ptdjh.jpg,630.0
레이어57,서울시 성동구 성수동2가 276-8,02-461-7725,카페 / 디저트,,,,11:00 - 21:00,3.8,17.0,,https://mp-seoul-image-production-s3.mangoplate.com/439236_1497236419498164.jpg,631.0
스시치카라,서울시 마포구 합정동 361-30 1F,02-6052-8139,회 / 스시,,,,12:00 - 21:00,4.3,19.0,,https://mp-seoul-image-production-s3.mangoplate.com/413467/937817_1599559565376_13260,632.0
일미락,서울시 성동구 성수동1가 13-160,02-499-9293,고기 요리,,,,12:00 - 24:00,4.0,16.0,,https://mp-seoul-image-production-s3.mangoplate.com/264231/578022_1469788808279_9918,633.0
카린지 ,서울시 성동구 성수동1가 656-629,"
까스 요리
",,,,,15:00 - 17:15,4.0,40.0,,https://mp-seoul-image-production-s3.mangoplate.com/1338625_1598686122291056.jpg,634.0
노들강,서울시 강남구 논현동 184-18,02-517-6044,해산물 요리,홍어삼합,65000.0,"홍어삼합:65,000원//홍어회:50,000원//홍어삼합:65,000원//민어탕 (중):50,000원//홍어탕:30,000원/",11:30 - 22:00,4.4,10.0,,https://mp-seoul-image-production-s3.mangoplate.com/12738/218307_1457850105810_29430,635.0
항구도시연구소,서울시 성동구 옥수동 285-32,070-4155-4736,카페 / 디저트,,,,20:00,3.8,16.0,,https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/725936_1488076324430561.jpg,636.0
마이 314,서울시 성동구 옥수동 314-4,02-6406-5130,태국 음식,,,,,4.2,11.0,,https://mp-seoul-image-production-s3.mangoplate.com/1191523_1597636502329405.jpg,637.0
김수사,서울시 강남구 논현동 4-19 혜정빌딩 1F,02-542-5235,회 / 스시,런치 사시미,50000.0,"런치 사시미:50,000원//런치 스시:50,000원//디너 특사시미:90,000원//디너 사시미:70,000원//디너 스시:70,000원/",11:30 - 22:00,4.4,69.0,,https://mp-seoul-image-production-s3.mangoplate.com/93350_1420791450913,638.0
투고샐러드,서울시 성북구 안암동5가 93-9,02-953-6070,기타 양식,,,,11:00 - 21:00,3.9,9.0,,https://mp-seoul-image-production-s3.mangoplate.com/341739_1497347961368268.jpg,639.0
르프리크,,070-7576-3446,브런치 / 버거 / 샌드위치,,,,11:30 - 21:00,3.9,15.0,,https://mp-seoul-image-production-s3.mangoplate.com/409626/409704_1596776443640_1720,640.0
오스테리아샘킴,서울시 마포구 합정동 386-37,02-324-3338,이탈리안,구운새우와 시칠리아 가지요리,18000.0,"구운새우와 시칠리아 가지요리:18,000원//관자구이와 라디치오:23,000원//문어와 마늘종 스파게티니:25,000원//프로슈토와 루꼴라 샐러드:17,000원//멜란자네:18,000원/",11:30 - 22:00,4.5,158.0,,https://mp-seoul-image-production-s3.mangoplate.com/332941_1501170912709912.jpg,641.0
지아니스나폴리,서울시 강남구 역삼동 669-18 B1,02-566-0501,이탈리안,홍합 나티보,17000.0,"홍합 나티보:17,000원//프레스케 봉골레:18,000원//만조 크림 리조또:23,000원//마르게리따 디 부꽐라:18,000원//오르또라나:18,500원/",11:30 - 22:30,4.5,264.0,,https://mp-seoul-image-production-s3.mangoplate.com/13474_1497530257857705.jpg,642.0
야키토리묵,서울시 마포구 연남동 223-102 1F,	070-8835-3433,이자카야 / 오뎅 / 꼬치,,,,"

                      식당 홈페이지로 가기
                    
",4.2,29.0,,https://mp-seoul-image-production-s3.mangoplate.com/407291_1597498781156685.jpg,643.0
마이셰프,서울시 성북구 안암동5가 103-9,070-7799-6768,기타 양식,,,,11:00 - 21:00,3.6,12.0,,https://mp-seoul-image-production-s3.mangoplate.com/1062976_1589290150814315.jpg,644.0
사월의물고기,서울시 마포구 성산동 625-8 2F,010-5385-3117,카페 / 디저트,,,,,4.1,51.0,,https://mp-seoul-image-production-s3.mangoplate.com/620766_1499956867119348.jpg,645.0
꾸아,서울시 성동구 성수동1가 668-59 B1,02-6497-0056,베트남 음식,,,,,3.9,9.0,,https://mp-seoul-image-production-s3.mangoplate.com/44699_1599784506757715.jpg,646.0
선화슈퍼,서울시 성북구 동선동2가 25,02-925-4627,일반 주점,,,,,3.9,5.0,,https://mp-seoul-image-production-s3.mangoplate.com/1182605_1597243420208518.jpg,647.0
